"","type1","name1","type2","name2"
"462","LTR","IAPEz-int","LTR","IAPEz-int"
"463","protein_coding","Fam19a2","LTR","IAPEz-int"
"464","protein_coding","Itga9","rRNA_repeat","LSU-rRNA_Hsa"
"465","LTR","IAPEz-int","LTR","IAPEz-int"
"466","protein_coding","Sacm1l","protein_coding","Fut8"
"467","LTR","IAPEz-int","LTR","IAPEz-int"
"468","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Jarid2"
"469","protein_coding","Crtam","protein_coding","Cdh10"
"470","LTR","IAPEz-int","protein_coding","Cgnl1"
"471","protein_coding","Zc3h7a","LTR","IAPEz-int"
"472","LTR","IAPEz-int","protein_coding","Cux2"
"473","LTR","IAPEz-int","LTR","IAPEz-int"
"474","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"475","protein_coding","Slc6a5","SINE","B4A"
"476","protein_coding","Sacm1l","protein_coding-noncoding","Tulp4"
"477","LTR","IAPEz-int","LTR","IAPEz-int"
"478","pseudogene","Gm8091","protein_coding","Pdss2"
"479","protein_coding","Kalrn","protein_coding","Trpv5"
"480","protein_coding","Fgf14","LTR","IAPEz-int"
"481","protein_coding","Celsr3","protein_coding","Rapgef6"
"482","lincRNA","2210408F21Rik","protein_coding","Zfp457"
"483","LINE","Lx9","protein_coding","Gm1973"
"484","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"485","LINE","L1_Mus3","LTR","IAPEz-int"
"486","LTR","IAPLTR2a","protein_coding","Osbpl2"
"487","LINE","L1Md_A","protein_coding","Clns1a"
"488","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"489","LTR","IAPEz-int","LTR","IAPEz-int"
"490","LTR","IAPEz-int","LINE","L1_Mus2"
"491","LINE","L1Md_T","protein_coding","Samm50"
"492","protein_coding","Ganc","protein_coding","Gadl1"
"493","protein_coding","Pdlim5","DNA","MER3"
"494","protein_coding","Fut8","protein_coding","Sacm1l"
"495","pseudogene","Gm12248","LINE","Lx9"
"496","rRNA_repeat","LSU-rRNA_Hsa","LTR","IAPEz-int"
"497","protein_coding","Opcml","lincRNA","Gm17536"
"498","protein_coding","Esyt3","protein_coding","Rg9mtd3"
"499","LTR","IAPEz-int","protein_coding","Grid2"
"500","LTR","IAPEz-int","LTR","IAPEz-int"
"501","protein_coding","Kcnip4","protein_coding","Hs6st3"
"502","protein_coding","Adam22","LTR","IAPEz-int"
"503","LTR","RLTR19-int","protein_coding","Nrg3"
"504","protein_coding","C230081A13Rik","rRNA_repeat","LSU-rRNA_Hsa"
"505","protein_coding","Olfr631","SINE","B3A"
"506","protein_coding","Itga9","rRNA_repeat","LSU-rRNA_Hsa"
"507","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"508","protein_coding","Sacm1l","LTR","IAPEz-int"
"509","protein_coding","Wbp4","protein_coding","Otud3"
"510","protein_coding","Crtc3","protein_coding","Sgip1"
"511","LTR","IAPEz-int","protein_coding","Fam155a"
"512","protein_coding","Rab9","protein_coding","Dstyk"
"513","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"514","protein_coding","Robo2","protein_coding","Colec12"
"515","protein_coding","Fam155a","LTR","IAPEz-int"
"516","LINE","L1MEg","protein_coding","Sacm1l"
"517","protein_coding","Sacm1l","protein_coding","Dlgap1"
"518","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"519","protein_coding","Zc3h7a","protein_coding","Trank1"
"520","protein_coding","Nckap1","DNA","Tigger1"
"521","protein_coding","Sparcl1","pseudogene","D130007C19Rik"
"522","LTR","IAPEz-int","LTR","IAPEz-int"
"523","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"524","protein_coding","Vmn2r65","protein_coding","Asb14"
"525","protein_coding","Ahrr","protein_coding","Sacm1l"
"526","LTR","ORR1B1","protein_coding","Xrn1"
"527","protein_coding","Kcng3","protein_coding","Csmd1"
"528","LTR","IAPEz-int","LTR","IAPEz-int"
"529","protein_coding","Adarb2","protein_coding","Kcnq3"
"530","LTR","IAPEz-int","LINE","L1Md_A"
"531","protein_coding","Camk1d","protein_coding","Gnai1"
"532","LTR","IAPEz-int","LTR","IAPEz-int"
"533","protein_coding","Cars2","LTR","IAPEz-int"
"534","LTR","IAPEz-int","protein_coding","Fto"
"535","LTR","IAPEz-int","LTR","IAPEz-int"
"536","protein_coding","Itga9","rRNA_repeat","LSU-rRNA_Hsa"
"537","protein_coding","Dlgap1","protein_coding","Sacm1l"
"538","protein_coding","Dnmt3l","protein_coding","Stmn2"
"539","protein_coding","Dok6","protein_coding","Clns1a"
"540","protein_coding","6530401N04Rik","LINE","L1Md_F2"
"541","protein_coding","Map3k1","LTR","IAPEz-int"
"542","LTR","IAPEz-int","protein_coding","Fut8"
"543","protein_coding","Pdlim5","DNA","MER3"
"544","LTR","IAPEz-int","LTR","IAPEz-int"
"545","protein_coding","Rufy3","LINE","L1Md_T"
"546","protein_coding","Ube3b","LINE","L1Md_F2"
"547","protein_coding","Fut8","protein_coding","Sacm1l"
"548","LTR","IAPEz-int","LTR","IAPEz-int"
"549","protein_coding","Mdga2","protein_coding","Alcam"
"550","protein_coding","Hivep3","protein_coding","Nlrp1b"
"551","LTR","ORR1B1-int","protein_coding","Smoc1"
"552","protein_coding","Zswim2","protein_coding","Pdcd11"
"553","protein_coding","Tmem132d","LTR","IAPEz-int"
"554","protein_coding","Pmf1","protein_coding","Prss27"
"555","protein_coding","Sacm1l","LTR","IAPEz-int"
"556","protein_coding","Arfgef2","protein_coding","Psd3"
"557","protein_coding","Sacm1l","antisense","Gm15637"
"558","protein_coding","Nrg3","LINE","L1Md_F"
"559","protein_coding","Frmd5","LINE","L1VL1"
"560","protein_coding","Kcnh7","LTR","IAPEz-int"
"561","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"562","LTR","IAPEz-int","protein_coding","4933432B09Rik"
"563","LTR","IAPEz-int","LTR","IAPEz-int"
"564","protein_coding","Itga9","protein_coding","Tpk1"
"565","protein_coding","Sppl3","LINE","Lx2"
"566","LINE","Lx9","LTR","MTE2a"
"567","LTR","IAPEz-int","LTR","IAPEz-int"
"568","LTR","IAPLTR2a","protein_coding","Sacm1l"
"569","LINE","L1_Rod","LTR","IAPEz-int"
"570","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"571","protein_coding","Cpne5","protein_coding","Frmpd4"
"572","protein_coding","Sacm1l","protein_coding","Zc3h7a"
"573","protein_coding","Sacm1l","protein_coding","Ptprj"
"574","LTR","IAPEz-int","LTR","IAPEz-int"
"575","lincRNA","BC065403","protein_coding","Cit"
"576","SINE","B3A","protein_coding","Edc3"
"577","protein_coding","Smyd3","protein_coding","Rara"
"578","LTR","IAPEz-int","LTR","IAPEz-int"
"579","LTR","IAPEz-int","LTR","IAPEz-int"
"580","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Adarb2"
"581","LTR","IAPEz-int","LINE","L1Md_F2"
"582","protein_coding","Sacm1l","protein_coding","Sil1"
"583","protein_coding","Celf4","protein_coding","Ankdd1b"
"584","LTR","IAPLTR2a","protein_coding","Omt2b"
"585","protein_coding","Sacm1l","protein_coding","Map3k1"
"586","SINE","B1_Mus2","protein_coding","3200002M19Rik"
"587","LTR","IAPEz-int","LTR","IAPEz-int"
"588","LTR","LTRIS_Mm","LTR","IAPEz-int"
"589","protein_coding","Pdcd7","LINE","Lx8"
"590","LTR","MLT1C","LINE","L1_Mus1"
"591","protein_coding","Ndufa7","LTR","RMER4B"
"592","LTR","IAPEz-int","LTR","IAPEz-int"
"593","protein_coding","Itpr1","protein_coding","Dlgap4"
"594","LTR","IAPEz-int","rRNA_repeat","LSU-rRNA_Hsa"
"595","protein_coding","Fut8","protein_coding","Sacm1l"
"596","protein_coding","Sacm1l","antisense","Gm15564"
"597","protein_coding","Camk1d","LTR","IAPEz-int"
"598","protein_coding","Itpr1","protein_coding","Dlg1"
"599","protein_coding","Sacm1l","protein_coding","Dlgap1"
"600","protein_coding","Atxn10","LTR","IAPEz-int"
"601","LTR","IAPEz-int","LTR","IAPEz-int"
"602","protein_coding","Fut8","protein_coding","Sacm1l"
"603","protein_coding","Itga9","protein_coding","Dlgap1"
"604","protein_coding","Nbea","SINE","B3"
"605","protein_coding","Adarb2","pseudogene","Gm3828"
"606","protein_coding","Scai","protein_coding","Cacna1e"
"607","LTR","IAPEz-int","LTR","IAPEz-int"
"608","rRNA_repeat","LSU-rRNA_Hsa","LTR","RLTRETN_Mm"
"609","LTR","IAPLTR2a","protein_coding","Pde4b"
"610","protein_coding","Nsun2","LINE","Lx6"
"611","protein_coding","Lrba","protein_coding","Mdga2"
"612","protein_coding","Lmnb2","protein_coding","Ptpra"
"613","LTR","IAPEz-int","protein_coding","Dner"
"614","protein_coding","Fut8","protein_coding","Sacm1l"
"615","protein_coding","Alcam","LTR","IAPEz-int"
"616","LTR","IAPEz-int","LTR","IAPEz-int"
"617","protein_coding","Cmtm8","SINE","B2_Mm2"
"618","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"619","LTR","MT2A","protein_coding","App"
"620","protein_coding","Col5a3","LTR","IAPEY3-int"
"621","LTR","IAPEz-int","LTR","IAPEz-int"
"622","LTR","IAPEz-int","LTR","IAPEz-int"
"623","protein_coding","Pxn","protein_coding","Kcnk10"
"624","protein_coding","Chrna7","protein_coding","Lingo2"
"625","protein_coding","Spnb2","rRNA_repeat","LSU-rRNA_Hsa"
"626","protein_coding","Slc16a13","protein_coding","Anxa11"
"627","protein_coding","Inpp4b","protein_coding","Fmn2"
"628","protein_coding","Scrn1","LTR","IAPEz-int"
"629","protein_coding","Fam190a","protein_coding","Slc7a14"
"630","protein_coding","Gm8439","protein_coding","Ppp2r5e"
"631","LTR","IAPEz-int","LTR","IAPEz-int"
"632","SINE","B3A","protein_coding","Edc3"
"633","protein_coding","Sacm1l","protein_coding","Dlgap1"
"634","LTR","IAPEz-int","LTR","IAPEz-int"
"635","LTR","IAPEz-int","LTR","IAPEz-int"
"636","protein_coding","Ankdd1b","rRNA_repeat","LSU-rRNA_Hsa"
"637","LTR","IAPEz-int","LTR","IAPEz-int"
"638","LTR","IAPEz-int","LTR","IAPEz-int"
"639","LTR","IAPEz-int","LTR","IAPEz-int"
"640","protein_coding","Fermt2","LINE","L1M2"
"641","LTR","IAPEz-int","protein_coding","Gnb1l"
"642","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"643","protein_coding","Fut8","protein_coding","Sacm1l"
"644","LINE","L1_Mus3","LINE","L1Md_F3"
"645","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"646","protein_coding","Znrf3","protein_coding","Rsrc1"
"647","LTR","IAPEz-int","protein_coding-noncoding","Arhgef15"
"648","protein_coding","Ptprg","protein_coding","Cadm2"
"649","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"650","LINE","Lx6","protein_coding","Hs6st3"
"651","protein_coding","Gm2022","sense_intronic","Gm16155"
"652","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Jarid2"
"653","protein_coding","Mmp28","protein_coding","Dlg2"
"654","LTR","IAPEz-int","protein_coding","Map3k13"
"655","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"656","rRNA_repeat","SSU-rRNA_Hsa","LTR","IAPEz-int"
"657","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"658","LTR","IAPEz-int","LTR","IAPEz-int"
"659","protein_coding","Dok6","protein_coding","Clns1a"
"660","protein_coding","Akap1","protein_coding","Klc1"
"661","protein_coding","Slc16a9","protein_coding","Galk2"
"662","protein_coding","Kcnip4","protein_coding","Rora"
"663","rRNA_repeat","LSU-rRNA_Hsa","LTR","IAPEz-int"
"664","protein_coding","Sacm1l","protein_coding","Dlgap1"
"665","protein_coding","Dpp10","protein_coding","Etl4"
"666","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"667","protein_coding","Rbms3","LINE","L1Md_F2"
"668","LINE","L1Md_A","protein_coding","Arhgap23"
"669","protein_coding","Braf","pseudogene","Gm3828"
"670","protein_coding","Smox","lincRNA","Gm16827"
"671","rRNA_repeat","LSU-rRNA_Hsa","LTR","IAPEz-int"
"672","LTR","IAPEz-int","LTR","IAPEz-int"
"673","LTR","MMERVK10C-int","protein_coding","Gm7358"
"674","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"675","LTR","IAPEz-int","LTR","IAPEz-int"
"676","protein_coding","Fam155a","LTR","IAPEz-int"
"677","protein_coding","Gpr158","lincRNA","Gm10544"
"678","protein_coding","Grik2","protein_coding","Polr3c"
"679","Simple_repeat","(TA)n","protein_coding","Macrod2"
"680","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"681","protein_coding","Ctnnd2","LINE","L1_Mur3"
"682","LINE","L1Md_A","protein_coding","Clns1a"
"683","protein_coding","Sacm1l","LTR","IAPEz-int"
"684","protein_coding","Rassf5","protein_coding","Sept9"
"685","LTR","IAPEz-int","protein_coding","Srgap2"
"686","protein_coding","Gsk3b","LTR","IAPEz-int"
"687","LINE","Lx9","protein_coding","Gm1973"
"688","LTR","IAPEz-int","LTR","IAPEz-int"
"689","protein_coding","Cadm2","protein_coding","Zeb2"
"690","protein_coding","Pcmtd1","protein_coding","Pde4d"
"691","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"692","LINE","Lx2B","protein_coding","Ankdd1b"
"693","protein_coding","Alg13","protein_coding","Slc1a6"
"694","LINE","L1Md_A","LTR","IAPEz-int"
"695","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Dazl"
"696","LTR","IAPEz-int","LTR","IAPEz-int"
"697","LINE","L1Md_F3","protein_coding","Usp32"
"698","LINE","L1Md_F3","LINE","Lx7"
"699","LTR","IAPEz-int","protein_coding","Kdelr2"
"700","LTR","IAPEz-int","LTR","IAPEz-int"
"701","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"702","LTR","MLT1A0","protein_coding","Donson"
"703","LINE","L1_Mus1","protein_coding","Sema6d"
"704","LTR","IAPLTR2a","protein_coding","Pum2"
"705","LTR","IAPEz-int","LTR","IAPEz-int"
"706","SINE","MIRb","protein_coding","Gabbr1"
"707","LTR","IAPEz-int","LTR","IAPEz-int"
"708","LTR","IAPLTR2a","protein_coding","Gm2022"
"709","protein_coding","Fmn1","protein_coding","Emilin1"
"710","protein_coding","Fut8","protein_coding","Sacm1l"
"711","LTR","IAPEz-int","LTR","IAPEz-int"
"712","LTR","IAPEz-int","LTR","IAPEz-int"
"713","protein_coding","Cask","DNA","Charlie1a"
"714","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"715","protein_coding","Rnf13","protein_coding","BC016423"
"716","protein_coding","Wdr19","LINE","L1Md_Gf"
"717","LINE","L1_Mus1","LTR","IAPEz-int"
"718","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Jarid2"
"719","protein_coding","Tmem117","LTR","MLT1F"
"720","rRNA_repeat","LSU-rRNA_Hsa","LINE","L1Md_T"
"721","protein_coding","Cep120","LINE","L1_Mus3"
"722","LTR","IAPEz-int","LTR","IAPEz-int"
"723","LTR","IAPLTR2a","lincRNA","4930593A02Rik"
"724","Simple_repeat","(CATA)n","protein_coding","Sacm1l"
"725","protein_coding","Cacna1c","protein_coding","Jarid2"
"726","protein_coding","Sacm1l","LTR","IAPEz-int"
"727","LTR","IAPEz-int","LTR","IAPEz-int"
"728","protein_coding","Suv420h1","LTR","IAPEz-int"
"729","LTR","IAPLTR2a","protein_coding","Nos1ap"
"730","protein_coding","Sh3bp5","protein_coding","Sacm1l"
"731","protein_coding","Lrrc45","DNA","Cheshire"
"732","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"733","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Jarid2"
"734","protein_coding","St3gal3","protein_coding","Grid2"
"735","protein_coding","Ppm1d","LTR","IAPEz-int"
"736","LTR","IAPEz-int","lincRNA","9530059O14Rik"
"737","protein_coding","Fut8","protein_coding","Sacm1l"
"738","SINE","B3","protein_coding","Ctnna2"
"739","protein_coding","Ryr2","LINE","Lx7"
"740","LTR","IAPEz-int","protein_coding","Adam12"
"741","protein_coding","Samd4","protein_coding","Mll3"
"742","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"743","SINE","B4A","LTR","IAPEz-int"
"744","LTR","IAPEz-int","protein_coding","1700112E06Rik"
"745","LTR","IAPEz-int","LTR","IAPEz-int"
"746","rRNA_repeat","SSU-rRNA_Hsa","protein_coding-noncoding","Eif4a2"
"747","protein_coding","Sacm1l","protein_coding","1700012A16Rik"
"748","protein_coding","Samd12","protein_coding","Mcc"
"749","LTR","IAPEz-int","LTR","IAPEz-int"
"750","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Rbm44"
"751","LTR","IAPEz-int","LTR","IAPEz-int"
"752","LTR","MLT1I","protein_coding","Csrnp3"
"753","protein_coding","Sacm1l","protein_coding","Dlgap1"
"754","LTR","IAPEz-int","protein_coding","Fam184a"
"755","LTR","IAPEz-int","LTR","IAPEz-int"
"756","protein_coding","Btbd9","protein_coding","Prdm15"
"757","LINE","Lx3A","protein_coding","Sgcd"
"758","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"759","protein_coding","Fut8","protein_coding","Sacm1l"
"760","protein_coding","2310043J07Rik","LINE","L1MB4"
"761","protein_coding","Filip1l","SINE","PB1D7"
"762","protein_coding","Sacm1l","protein_coding","Dlgap1"
"763","protein_coding","Col4a6","protein_coding","Ap1s3"
"764","protein_coding","Sacm1l","protein_coding","Arid4b"
"765","protein_coding","Zeb1","protein_coding","Vsx2"
"766","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"767","LINE","L1Md_A","protein_coding","Rbfox1"
"768","LTR","IAPEz-int","protein_coding","Jarid2"
"769","LTR","IAPEz-int","LTR","IAPEz-int"
"770","LTR","IAPEz-int","protein_coding","Pitpnm1"
"771","LTR","IAPEz-int","LTR","IAPEz-int"
"772","protein_coding","Egfr","LTR","MTD"
"773","LTR","IAPEz-int","LTR","IAPEz-int"
"774","protein_coding","Bche","protein_coding","Ebf3"
"775","protein_coding","Shisa9","DNA","MER45C"
"776","protein_coding","Cd109","SINE","B1F1"
"777","protein_coding","Pdcd7","protein_coding","Slc25a33"
"778","protein_coding","Slc1a1","LINE","L1Md_F2"
"779","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"780","LTR","IAPLTR2a","protein_coding","Gria4"
"781","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"782","LTR","IAPEz-int","LTR","IAPEz-int"
"783","LTR","IAPEz-int","LTR","IAPEz-int"
"784","protein_coding","Camk1d","antisense","2610017I09Rik"
"785","protein_coding","Dlg2","protein_coding","Smarca2"
"786","protein_coding","Dlg2","LINE","L1M3e"
"787","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"788","LTR","IAPEz-int","LTR","IAPEz-int"
"789","protein_coding","Sacm1l","protein_coding","Ppp4r4"
"790","Simple_repeat","(GAGAA)n","protein_coding","D19Ertd386e"
"791","LTR","IAPLTR2a","LTR","IAPEz-int"
"792","protein_coding","Cadm2","protein_coding","Sox6"
"793","LTR","IAPLTR2a","protein_coding","Agap1"
"794","LTR","ORR1C2-int","LTR","IAPEz-int"
"795","SINE","B2_Mm2","pseudogene","Gm15710"
"796","LTR","MLT1A0","protein_coding","Donson"
"797","protein_coding","Cntn4","protein_coding","Tfeb"
"798","LINE","L1Md_F","DNA","MER2"
"799","protein_coding","Ankdd1b","LINE","L1_Mus1"
"800","LTR","IAPLTR2a","protein_coding","Hivep3"
"801","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Jarid2"
"802","protein_coding","Lrrtm4","protein_coding","Edc3"
"803","protein_coding","Arhgap24","protein_coding","Zfp398"
"804","LINE","L3","protein_coding","Ndufa12"
"805","LINE","Lx3C","protein_coding","2700049A03Rik"
"806","LTR","IAPEz-int","LTR","IAPEz-int"
"807","protein_coding","Fsd1l","LTR","IAPEz-int"
"808","LTR","ORR1D1","protein_coding","Auts2"
"809","protein_coding","Prickle1","LTR","IAPEz-int"
"810","LINE","L1ME3","protein_coding","Evpl"
"811","protein_coding","Sacm1l","protein_coding","Gucy2g"
"812","protein_coding","Prrg4","protein_coding","Tnks2"
"813","protein_coding","Nbea","protein_coding","Igsf11"
"814","protein_coding","Gpr107","LTR","IAPEz-int"
"815","LTR","IAPLTR2a","protein_coding","Shank1"
"816","LTR","IAPEz-int","LTR","IAPEz-int"
"817","LTR","IAPEz-int","protein_coding-noncoding","Hipk2"
"818","LTR","IAPLTR2a","protein_coding","Galntl4"
"819","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Jarid2"
"820","protein_coding","8430419L09Rik","protein_coding","Lrrn2"
"821","protein_coding","Scaf8","protein_coding","Rdh16"
"822","protein_coding","Xkr6","protein_coding","Pcx"
"823","protein_coding","Kcnip1","protein_coding","Ankdd1b"
"824","protein_coding","Sacm1l","protein_coding","Dlgap1"
"825","protein_coding","Cenpp","LINE","L1Md_A"
"826","LTR","IAPEz-int","LTR","IAPEz-int"
"827","LTR","IAPEz-int","LTR","IAPEz-int"
"828","protein_coding","Sh3bp5","protein_coding","Scn4a"
"829","protein_coding","Isoc2a","LINE","Lx5"
"830","protein_coding","Esr1","LTR","MTE2a"
"831","protein_coding","Lsamp","protein_coding","Prickle2"
"832","LTR","IAPEz-int","LTR","IAPEz-int"
"833","LTR","MER67C","protein_coding","Camk1d"
"834","protein_coding","Sacm1l","protein_coding","Cdh23"
"835","LINE","L1_Mus1","LINE","L1Md_A"
"836","protein_coding","Fam114a2","LTR","ETnERV2-int"
"837","protein_coding","Foxp1","LTR","IAPEz-int"
"838","protein_coding","Ube3b","protein_coding","Ankdd1b"
"839","LTR","IAPEz-int","LTR","IAPEz-int"
"840","protein_coding","A330021E22Rik","Simple_repeat","(TG)n"
"841","LTR","IAPEz-int","LTR","IAPEz-int"
"842","LINE","Lx5","pseudogene","Gm5060"
"843","SINE","B1_Mus1","rRNA_repeat","LSU-rRNA_Hsa"
"844","LTR","IAPEz-int","protein_coding","Arhgef3"
"845","SINE","B2_Mm2","protein_coding","Cd44"
"846","protein_coding","Rnf165","protein_coding","Rora"
"847","protein_coding","Lrrtm4","protein_coding","Edc3"
"848","protein_coding","Ptgis","LTR","IAPEz-int"
"849","protein_coding","Dlgap4","LTR","IAPEz-int"
"850","LTR","IAPEz-int","LTR","IAPEz-int"
"851","protein_coding","Edc3","protein_coding","Gm7247"
"852","protein_coding","Gfra3","protein_coding","Ptprg"
"853","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Tbc1d22a"
"854","processed_transcript","4930586N03Rik","processed_transcript","Gm15997"
"855","LTR","IAPEz-int","pseudogene","Serpina3h"
"856","LTR","IAPLTR2a","protein_coding","Phf2"
"857","protein_coding","Paqr6","LTR","MTE2a"
"858","protein_coding","Sgsm1","protein_coding","Rpap1"
"859","protein_coding","Khdrbs2","protein_coding","Sdk2"
"860","rRNA_repeat","LSU-rRNA_Hsa","LTR","IAPEz-int"
"861","LTR","IAPEz-int","LTR","IAPEz-int"
"862","protein_coding","Fut8","protein_coding","Sacm1l"
"863","protein_coding","Sae1","protein_coding","Hivep3"
"864","protein_coding","Sacm1l","protein_coding","Ankdd1b"
"865","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"866","LTR","IAPEz-int","LTR","IAPEz-int"
"867","LTR","IAPEz-int","LTR","IAPEz-int"
"868","protein_coding","2010111I01Rik","LTR","IAPEz-int"
"869","LTR","IAPEz-int","LTR","IAPEz-int"
"870","protein_coding","Scap","SINE","B1F"
"871","LTR","IAPLTR3-int","protein_coding","Mkln1"
